session_id,pupil.location,running.running_speed,drifting_gratings.orientation,drifting_gratings.temporal_frequency,static_gratings.phase,static_gratings.spatial_frequency,static_gratings.orientation,natural_scenes.frame,natural_movie_one.frame,natural_movie_two.frame,natural_movie_three.frame,locally_sparse_noise.frame
601300528.h5,False,True,False,False,True,True,True,True,True,False,False,False
581150104.h5,True,True,True,True,False,False,False,False,True,False,True,False
589253444.h5,False,True,False,False,False,False,False,False,True,True,False,True
672206735.h5,False,True,True,True,False,False,False,False,True,False,True,False
501021421.h5,False,True,True,True,False,False,False,False,True,False,True,False
663479824.h5,False,True,True,True,False,False,False,False,True,False,True,False
605883133.h5,False,True,True,True,False,False,False,False,True,False,True,False
676503588.h5,False,True,True,True,False,False,False,False,True,False,True,False
569494121.h5,True,True,False,False,False,False,False,False,True,True,False,True
639252109.h5,False,True,False,False,False,False,False,False,True,True,False,True
657804824.h5,False,True,False,False,False,False,False,False,True,True,False,True
642278925.h5,False,True,True,True,False,False,False,False,True,False,True,False
589098031.h5,False,True,False,False,True,True,True,True,True,False,False,False
657648863.h5,False,True,False,False,True,True,True,True,True,False,False,False
597014165.h5,False,True,False,False,False,False,False,False,True,True,False,True
613062561.h5,False,True,False,False,False,False,False,False,True,True,False,True
588656922.h5,False,True,False,False,True,True,True,True,True,False,False,False
557304694.h5,True,True,True,True,False,False,False,False,True,False,True,False
593243892.h5,False,True,False,False,False,False,False,False,True,True,False,True
660065538.h5,False,True,False,False,False,False,False,False,True,True,False,True
512326618.h5,False,True,True,True,False,False,False,False,True,False,True,False
592407200.h5,False,True,True,True,False,False,False,False,True,False,True,False
649324898.h5,False,True,True,True,False,False,False,False,True,False,True,False
623342906.h5,False,True,False,False,True,True,True,True,True,False,False,False
603552279.h5,False,True,False,False,True,True,True,True,True,False,False,False
696717748.h5,False,True,False,False,True,True,True,True,True,False,False,False
556919719.h5,True,True,False,False,True,True,True,True,True,False,False,False
662107986.h5,False,True,False,False,False,False,False,False,True,True,False,True
650509372.h5,False,True,False,False,True,True,True,True,True,False,False,False
561531215.h5,True,True,False,False,False,False,False,False,True,True,False,True
665722301.h5,False,True,True,True,False,False,False,False,True,False,True,False
601386559.h5,False,True,False,False,False,False,False,False,True,True,False,True
645474010.h5,False,True,False,False,True,True,True,True,True,False,False,False
599909878.h5,False,True,True,True,False,False,False,False,True,False,True,False
